,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
17993,17982,PG0169,2017-07-31 09:55:00+03,2017-07-31 18:45:00+03,UUS,DME,Arrived,319,2017-07-31 10:01:00+03,2017-07-31 18:53:00+03
17994,17983,PG0169,2017-07-26 09:55:00+03,2017-07-26 18:45:00+03,UUS,DME,Arrived,319,2017-07-26 09:59:00+03,2017-07-26 18:52:00+03
17995,17984,PG0169,2017-08-13 09:55:00+03,2017-08-13 18:45:00+03,UUS,DME,Arrived,319,2017-08-13 09:56:00+03,2017-08-13 18:44:00+03
17996,17985,PG0169,2017-09-02 09:55:00+03,2017-09-02 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
17997,17986,PG0169,2017-09-09 09:55:00+03,2017-09-09 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
17998,17987,PG0169,2017-08-30 09:55:00+03,2017-08-30 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
17999,17988,PG0169,2017-09-14 09:55:00+03,2017-09-14 18:45:00+03,UUS,DME,Cancelled,319,\N,\N
18000,17989,PG0169,2017-09-08 09:55:00+03,2017-09-08 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18001,17990,PG0169,2017-07-20 09:55:00+03,2017-07-20 18:45:00+03,UUS,DME,Arrived,319,2017-07-20 09:57:00+03,2017-07-20 18:47:00+03
18002,17991,PG0169,2017-07-30 09:55:00+03,2017-07-30 18:45:00+03,UUS,DME,Arrived,319,2017-07-30 10:02:00+03,2017-07-30 18:58:00+03
18003,17992,PG0169,2017-09-05 09:55:00+03,2017-09-05 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18004,17993,PG0169,2017-08-31 09:55:00+03,2017-08-31 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18005,17994,PG0169,2017-08-01 09:55:00+03,2017-08-01 18:45:00+03,UUS,DME,Arrived,319,2017-08-01 09:57:00+03,2017-08-01 18:37:00+03
18006,17995,PG0169,2017-07-19 09:55:00+03,2017-07-19 18:45:00+03,UUS,DME,Arrived,319,2017-07-19 09:57:00+03,2017-07-19 18:50:00+03
18007,17996,PG0169,2017-08-12 09:55:00+03,2017-08-12 18:45:00+03,UUS,DME,Arrived,319,2017-08-12 09:57:00+03,2017-08-12 18:50:00+03
18008,17997,PG0169,2017-07-22 09:55:00+03,2017-07-22 18:45:00+03,UUS,DME,Arrived,319,2017-07-22 09:55:00+03,2017-07-22 18:49:00+03
18009,17998,PG0169,2017-08-28 09:55:00+03,2017-08-28 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18010,17999,PG0169,2017-08-27 09:55:00+03,2017-08-27 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18011,18000,PG0169,2017-07-21 09:55:00+03,2017-07-21 18:45:00+03,UUS,DME,Arrived,319,2017-07-21 10:00:00+03,2017-07-21 18:45:00+03
18012,18001,PG0169,2017-08-25 09:55:00+03,2017-08-25 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18013,18002,PG0169,2017-08-24 09:55:00+03,2017-08-24 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18014,18003,PG0169,2017-09-10 09:55:00+03,2017-09-10 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18015,18004,PG0169,2017-08-26 09:55:00+03,2017-08-26 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18016,18005,PG0169,2017-07-24 09:55:00+03,2017-07-24 18:45:00+03,UUS,DME,Arrived,319,2017-07-24 09:58:00+03,2017-07-24 18:55:00+03
18017,18006,PG0169,2017-09-06 09:55:00+03,2017-09-06 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18018,18007,PG0169,2017-07-27 09:55:00+03,2017-07-27 18:45:00+03,UUS,DME,Arrived,319,2017-07-27 09:56:00+03,2017-07-27 18:46:00+03
18019,18008,PG0169,2017-08-29 09:55:00+03,2017-08-29 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18020,18009,PG0169,2017-08-16 09:55:00+03,2017-08-16 18:45:00+03,UUS,DME,On Time,319,\N,\N
18021,18010,PG0169,2017-08-04 09:55:00+03,2017-08-04 18:45:00+03,UUS,DME,Arrived,319,2017-08-04 09:58:00+03,2017-08-04 18:51:00+03
18022,18011,PG0169,2017-08-07 09:55:00+03,2017-08-07 18:45:00+03,UUS,DME,Arrived,319,2017-08-07 10:00:00+03,2017-08-07 18:53:00+03
18023,18012,PG0169,2017-08-21 09:55:00+03,2017-08-21 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18024,18013,PG0169,2017-08-09 09:55:00+03,2017-08-09 18:45:00+03,UUS,DME,Arrived,319,2017-08-09 09:58:00+03,2017-08-09 18:48:00+03
18025,18014,PG0169,2017-07-29 09:55:00+03,2017-07-29 18:45:00+03,UUS,DME,Arrived,319,2017-07-29 09:59:00+03,2017-07-29 18:48:00+03
18026,18015,PG0169,2017-09-07 09:55:00+03,2017-09-07 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18027,18016,PG0169,2017-08-22 09:55:00+03,2017-08-22 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18028,18017,PG0169,2017-08-19 09:55:00+03,2017-08-19 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18029,18018,PG0169,2017-09-03 09:55:00+03,2017-09-03 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18030,18019,PG0169,2017-09-12 09:55:00+03,2017-09-12 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18031,18020,PG0169,2017-07-25 09:55:00+03,2017-07-25 18:45:00+03,UUS,DME,Arrived,319,2017-07-25 09:55:00+03,2017-07-25 18:47:00+03
18032,18021,PG0169,2017-08-18 09:55:00+03,2017-08-18 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18033,18022,PG0169,2017-08-20 09:55:00+03,2017-08-20 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18034,18023,PG0169,2017-08-17 09:55:00+03,2017-08-17 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18035,18024,PG0169,2017-08-03 09:55:00+03,2017-08-03 18:45:00+03,UUS,DME,Arrived,319,2017-08-03 10:01:00+03,2017-08-03 18:54:00+03
18036,18025,PG0169,2017-09-01 09:55:00+03,2017-09-01 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18037,18026,PG0169,2017-08-02 09:55:00+03,2017-08-02 18:45:00+03,UUS,DME,Arrived,319,2017-08-02 10:00:00+03,2017-08-02 18:50:00+03
18038,18027,PG0169,2017-08-11 09:55:00+03,2017-08-11 18:45:00+03,UUS,DME,Arrived,319,2017-08-11 09:58:00+03,2017-08-11 18:53:00+03
18039,18028,PG0169,2017-08-23 09:55:00+03,2017-08-23 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18040,18029,PG0169,2017-07-17 09:55:00+03,2017-07-17 18:45:00+03,UUS,DME,Arrived,319,2017-07-17 09:56:00+03,2017-07-17 18:49:00+03
18041,18030,PG0169,2017-09-13 09:55:00+03,2017-09-13 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18042,18031,PG0169,2017-09-11 09:55:00+03,2017-09-11 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
18043,18032,PG0704,2017-09-14 10:45:00+03,2017-09-14 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18044,18033,PG0704,2017-09-05 10:45:00+03,2017-09-05 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18045,18034,PG0704,2017-07-29 10:45:00+03,2017-07-29 19:30:00+03,UUS,SVO,Arrived,319,2017-07-29 10:51:00+03,2017-07-29 19:35:00+03
18046,18035,PG0704,2017-08-02 10:45:00+03,2017-08-02 19:30:00+03,UUS,SVO,Arrived,319,2017-08-02 10:49:00+03,2017-08-02 19:34:00+03
18047,18036,PG0704,2017-08-27 10:45:00+03,2017-08-27 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18048,18037,PG0704,2017-09-03 10:45:00+03,2017-09-03 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18049,18038,PG0704,2017-07-31 10:45:00+03,2017-07-31 19:30:00+03,UUS,SVO,Arrived,319,2017-07-31 10:47:00+03,2017-07-31 19:31:00+03
18050,18039,PG0704,2017-08-09 10:45:00+03,2017-08-09 19:30:00+03,UUS,SVO,Arrived,319,2017-08-09 10:46:00+03,2017-08-09 19:31:00+03
18051,18040,PG0704,2017-08-16 10:45:00+03,2017-08-16 19:30:00+03,UUS,SVO,On Time,319,\N,\N
18052,18041,PG0704,2017-08-30 10:45:00+03,2017-08-30 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18053,18042,PG0704,2017-08-17 10:45:00+03,2017-08-17 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18054,18043,PG0704,2017-08-12 10:45:00+03,2017-08-12 19:30:00+03,UUS,SVO,Arrived,319,2017-08-12 10:49:00+03,2017-08-12 19:43:00+03
18055,18044,PG0704,2017-07-18 10:45:00+03,2017-07-18 19:30:00+03,UUS,SVO,Arrived,319,2017-07-18 10:48:00+03,2017-07-18 19:40:00+03
18056,18045,PG0704,2017-08-29 10:45:00+03,2017-08-29 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18057,18046,PG0704,2017-09-08 10:45:00+03,2017-09-08 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18058,18047,PG0704,2017-08-31 10:45:00+03,2017-08-31 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18059,18048,PG0704,2017-07-19 10:45:00+03,2017-07-19 19:30:00+03,UUS,SVO,Arrived,319,2017-07-19 10:49:00+03,2017-07-19 19:27:00+03
18060,18049,PG0704,2017-08-24 10:45:00+03,2017-08-24 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18061,18050,PG0704,2017-08-03 10:45:00+03,2017-08-03 19:30:00+03,UUS,SVO,Arrived,319,2017-08-03 10:47:00+03,2017-08-03 19:29:00+03
18062,18051,PG0704,2017-09-02 10:45:00+03,2017-09-02 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18063,18052,PG0704,2017-08-13 10:45:00+03,2017-08-13 19:30:00+03,UUS,SVO,Arrived,319,2017-08-13 10:47:00+03,2017-08-13 19:29:00+03
18064,18053,PG0704,2017-07-22 10:45:00+03,2017-07-22 19:30:00+03,UUS,SVO,Arrived,319,2017-07-22 10:49:00+03,2017-07-22 19:35:00+03
18065,18054,PG0704,2017-08-04 10:45:00+03,2017-08-04 19:30:00+03,UUS,SVO,Arrived,319,2017-08-04 10:46:00+03,2017-08-04 19:40:00+03
18066,18055,PG0704,2017-09-01 10:45:00+03,2017-09-01 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18067,18056,PG0704,2017-08-14 10:45:00+03,2017-08-14 19:30:00+03,UUS,SVO,Arrived,319,2017-08-14 10:47:00+03,2017-08-14 19:32:00+03
18068,18057,PG0704,2017-08-23 10:45:00+03,2017-08-23 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18069,18058,PG0704,2017-07-24 10:45:00+03,2017-07-24 19:30:00+03,UUS,SVO,Arrived,319,2017-07-24 10:47:00+03,2017-07-24 19:26:00+03
18070,18059,PG0704,2017-08-10 10:45:00+03,2017-08-10 19:30:00+03,UUS,SVO,Arrived,319,2017-08-10 10:45:00+03,2017-08-10 19:26:00+03
18071,18060,PG0704,2017-08-26 10:45:00+03,2017-08-26 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18072,18061,PG0704,2017-08-19 10:45:00+03,2017-08-19 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18073,18062,PG0704,2017-09-13 10:45:00+03,2017-09-13 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18074,18063,PG0704,2017-09-06 10:45:00+03,2017-09-06 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18075,18064,PG0704,2017-08-08 10:45:00+03,2017-08-08 19:30:00+03,UUS,SVO,Arrived,319,2017-08-08 10:48:00+03,2017-08-08 19:28:00+03
18076,18065,PG0704,2017-08-22 10:45:00+03,2017-08-22 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18077,18066,PG0704,2017-07-30 10:45:00+03,2017-07-30 19:30:00+03,UUS,SVO,Arrived,319,2017-07-30 10:49:00+03,2017-07-30 19:28:00+03
18078,18067,PG0704,2017-09-10 10:45:00+03,2017-09-10 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18079,18068,PG0704,2017-07-28 10:45:00+03,2017-07-28 19:30:00+03,UUS,SVO,Arrived,319,2017-07-28 10:48:00+03,2017-07-28 19:29:00+03
18080,18069,PG0704,2017-07-16 10:45:00+03,2017-07-16 19:30:00+03,UUS,SVO,Arrived,319,2017-07-16 10:49:00+03,2017-07-16 19:35:00+03
18081,18070,PG0704,2017-08-28 10:45:00+03,2017-08-28 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18082,18071,PG0704,2017-08-01 10:45:00+03,2017-08-01 19:30:00+03,UUS,SVO,Arrived,319,2017-08-01 10:46:00+03,2017-08-01 19:33:00+03
18083,18072,PG0704,2017-09-12 10:45:00+03,2017-09-12 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18084,18073,PG0704,2017-07-27 10:45:00+03,2017-07-27 19:30:00+03,UUS,SVO,Arrived,319,2017-07-27 10:48:00+03,2017-07-27 19:36:00+03
18085,18074,PG0704,2017-08-25 10:45:00+03,2017-08-25 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18086,18075,PG0704,2017-09-04 10:45:00+03,2017-09-04 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18087,18076,PG0704,2017-09-07 10:45:00+03,2017-09-07 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18088,18077,PG0704,2017-09-09 10:45:00+03,2017-09-09 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18089,18078,PG0704,2017-07-25 10:45:00+03,2017-07-25 19:30:00+03,UUS,SVO,Arrived,319,2017-07-25 10:48:00+03,2017-07-25 19:36:00+03
18090,18079,PG0704,2017-07-23 10:45:00+03,2017-07-23 19:30:00+03,UUS,SVO,Arrived,319,2017-07-23 10:49:00+03,2017-07-23 19:30:00+03
18091,18080,PG0704,2017-07-20 10:45:00+03,2017-07-20 19:30:00+03,UUS,SVO,Arrived,319,2017-07-20 10:46:00+03,2017-07-20 19:43:00+03
18092,18081,PG0704,2017-08-18 10:45:00+03,2017-08-18 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18093,18082,PG0704,2017-08-07 10:45:00+03,2017-08-07 19:30:00+03,UUS,SVO,Arrived,319,2017-08-07 13:57:00+03,2017-08-07 22:44:00+03
18094,18083,PG0704,2017-08-15 10:45:00+03,2017-08-15 19:30:00+03,UUS,SVO,Departed,319,2017-08-15 10:48:00+03,\N
18095,18084,PG0704,2017-08-11 10:45:00+03,2017-08-11 19:30:00+03,UUS,SVO,Arrived,319,2017-08-11 10:51:00+03,2017-08-11 19:31:00+03
18096,18085,PG0704,2017-08-21 10:45:00+03,2017-08-21 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18097,18086,PG0704,2017-07-17 10:45:00+03,2017-07-17 19:30:00+03,UUS,SVO,Arrived,319,2017-07-17 10:48:00+03,2017-07-17 19:35:00+03
18098,18087,PG0704,2017-09-11 10:45:00+03,2017-09-11 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18099,18088,PG0704,2017-07-21 10:45:00+03,2017-07-21 19:30:00+03,UUS,SVO,Arrived,319,2017-07-21 14:23:00+03,2017-07-21 23:16:00+03
18100,18089,PG0704,2017-08-06 10:45:00+03,2017-08-06 19:30:00+03,UUS,SVO,Arrived,319,2017-08-06 10:48:00+03,2017-08-06 19:28:00+03
18101,18090,PG0704,2017-07-26 10:45:00+03,2017-07-26 19:30:00+03,UUS,SVO,Arrived,319,2017-07-26 10:50:00+03,2017-07-26 19:32:00+03
18102,18091,PG0704,2017-08-20 10:45:00+03,2017-08-20 19:30:00+03,UUS,SVO,Scheduled,319,\N,\N
18103,18092,PG0704,2017-08-05 10:45:00+03,2017-08-05 19:30:00+03,UUS,SVO,Arrived,319,2017-08-05 10:48:00+03,2017-08-05 19:31:00+03
18104,18093,PG0582,2017-09-07 04:10:00+03,2017-09-07 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18105,18094,PG0582,2017-07-30 04:10:00+03,2017-07-30 06:50:00+03,UUS,YKS,Arrived,CR2,2017-07-30 04:10:00+03,2017-07-30 06:51:00+03
18106,18095,PG0582,2017-07-27 04:10:00+03,2017-07-27 06:50:00+03,UUS,YKS,Arrived,CR2,2017-07-27 04:13:00+03,2017-07-27 06:50:00+03
18107,18096,PG0582,2017-09-10 04:10:00+03,2017-09-10 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18108,18097,PG0582,2017-08-27 04:10:00+03,2017-08-27 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18109,18098,PG0582,2017-07-23 04:10:00+03,2017-07-23 06:50:00+03,UUS,YKS,Arrived,CR2,2017-07-23 04:12:00+03,2017-07-23 06:52:00+03
18110,18099,PG0582,2017-07-16 04:10:00+03,2017-07-16 06:50:00+03,UUS,YKS,Arrived,CR2,2017-07-16 06:48:00+03,2017-07-16 09:26:00+03
18111,18100,PG0582,2017-08-06 04:10:00+03,2017-08-06 06:50:00+03,UUS,YKS,Arrived,CR2,2017-08-06 04:10:00+03,2017-08-06 06:51:00+03
18112,18101,PG0582,2017-09-03 04:10:00+03,2017-09-03 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18113,18102,PG0582,2017-08-20 04:10:00+03,2017-08-20 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18114,18103,PG0582,2017-08-17 04:10:00+03,2017-08-17 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18115,18104,PG0582,2017-09-14 04:10:00+03,2017-09-14 06:50:00+03,UUS,YKS,Cancelled,CR2,\N,\N
18116,18105,PG0582,2017-08-13 04:10:00+03,2017-08-13 06:50:00+03,UUS,YKS,Arrived,CR2,2017-08-13 04:12:00+03,2017-08-13 06:54:00+03
18117,18106,PG0582,2017-08-03 04:10:00+03,2017-08-03 06:50:00+03,UUS,YKS,Arrived,CR2,2017-08-03 04:18:00+03,2017-08-03 06:56:00+03
18118,18107,PG0582,2017-08-24 04:10:00+03,2017-08-24 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18119,18108,PG0582,2017-08-31 04:10:00+03,2017-08-31 06:50:00+03,UUS,YKS,Scheduled,CR2,\N,\N
18120,18109,PG0582,2017-08-10 04:10:00+03,2017-08-10 06:50:00+03,UUS,YKS,Arrived,CR2,2017-08-10 04:11:00+03,2017-08-10 06:55:00+03
18121,18110,PG0582,2017-07-20 04:10:00+03,2017-07-20 06:50:00+03,UUS,YKS,Arrived,CR2,2017-07-20 04:11:00+03,2017-07-20 06:51:00+03
18122,18111,PG0399,2017-08-03 08:40:00+03,2017-08-03 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-03 08:40:00+03,2017-08-03 10:33:00+03
18123,18112,PG0399,2017-07-25 08:40:00+03,2017-07-25 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-25 08:43:00+03,2017-07-25 10:38:00+03
18124,18113,PG0398,2017-08-10 03:50:00+03,2017-08-10 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-10 03:51:00+03,2017-08-10 05:45:00+03
18125,18114,PG0398,2017-08-06 03:50:00+03,2017-08-06 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-06 03:53:00+03,2017-08-06 05:48:00+03
18126,18115,PG0399,2017-08-06 08:40:00+03,2017-08-06 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-06 08:43:00+03,2017-08-06 10:37:00+03
18127,18116,PG0399,2017-07-26 08:40:00+03,2017-07-26 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-26 08:41:00+03,2017-07-26 10:35:00+03
18128,18117,PG0399,2017-08-07 08:40:00+03,2017-08-07 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-07 08:46:00+03,2017-08-07 10:38:00+03
18129,18118,PG0398,2017-07-26 03:50:00+03,2017-07-26 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-26 03:51:00+03,2017-07-26 05:46:00+03
18130,18119,PG0398,2017-08-07 03:50:00+03,2017-08-07 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-07 03:56:00+03,2017-08-07 05:51:00+03
18131,18120,PG0399,2017-08-25 08:40:00+03,2017-08-25 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18132,18121,PG0398,2017-09-07 03:50:00+03,2017-09-07 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18133,18122,PG0399,2017-09-12 08:40:00+03,2017-09-12 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18134,18123,PG0399,2017-08-19 08:40:00+03,2017-08-19 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18135,18124,PG0398,2017-08-19 03:50:00+03,2017-08-19 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18136,18125,PG0398,2017-09-12 03:50:00+03,2017-09-12 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18137,18126,PG0398,2017-09-03 03:50:00+03,2017-09-03 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18138,18127,PG0399,2017-08-13 08:40:00+03,2017-08-13 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-13 08:41:00+03,2017-08-13 10:36:00+03
18139,18128,PG0399,2017-08-10 08:40:00+03,2017-08-10 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-10 08:40:00+03,2017-08-10 10:33:00+03
18140,18129,PG0399,2017-08-12 08:40:00+03,2017-08-12 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-12 08:44:00+03,2017-08-12 10:37:00+03
18141,18130,PG0399,2017-09-03 08:40:00+03,2017-09-03 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18142,18131,PG0398,2017-08-12 03:50:00+03,2017-08-12 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-12 03:54:00+03,2017-08-12 05:50:00+03
18143,18132,PG0399,2017-07-31 08:40:00+03,2017-07-31 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-31 08:42:00+03,2017-07-31 10:35:00+03
18144,18133,PG0398,2017-07-31 03:50:00+03,2017-07-31 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-31 03:58:00+03,2017-07-31 05:51:00+03
18145,18134,PG0399,2017-09-10 08:40:00+03,2017-09-10 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18146,18135,PG0399,2017-08-31 08:40:00+03,2017-08-31 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18147,18136,PG0398,2017-08-31 03:50:00+03,2017-08-31 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18148,18137,PG0399,2017-08-23 08:40:00+03,2017-08-23 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18149,18138,PG0398,2017-08-23 03:50:00+03,2017-08-23 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18150,18139,PG0398,2017-07-30 03:50:00+03,2017-07-30 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-30 03:52:00+03,2017-07-30 05:47:00+03
18151,18140,PG0399,2017-08-08 08:40:00+03,2017-08-08 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-08 08:43:00+03,2017-08-08 10:39:00+03
18152,18141,PG0398,2017-08-08 03:50:00+03,2017-08-08 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-08 03:56:00+03,2017-08-08 05:48:00+03
18153,18142,PG0399,2017-07-30 08:40:00+03,2017-07-30 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-30 08:43:00+03,2017-07-30 10:38:00+03
18154,18143,PG0399,2017-09-08 08:40:00+03,2017-09-08 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18155,18144,PG0399,2017-07-24 08:40:00+03,2017-07-24 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-24 11:57:00+03,2017-07-24 13:51:00+03
18156,18145,PG0399,2017-07-21 08:40:00+03,2017-07-21 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-21 08:47:00+03,2017-07-21 10:43:00+03
18157,18146,PG0398,2017-07-21 03:50:00+03,2017-07-21 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-21 03:56:00+03,2017-07-21 05:50:00+03
18158,18147,PG0398,2017-07-24 03:50:00+03,2017-07-24 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-24 03:53:00+03,2017-07-24 05:49:00+03
18159,18148,PG0398,2017-07-23 03:50:00+03,2017-07-23 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-23 03:54:00+03,2017-07-23 05:51:00+03
18160,18149,PG0399,2017-07-23 08:40:00+03,2017-07-23 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-23 08:41:00+03,2017-07-23 10:37:00+03
18161,18150,PG0398,2017-08-30 03:50:00+03,2017-08-30 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18162,18151,PG0399,2017-08-30 08:40:00+03,2017-08-30 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18163,18152,PG0398,2017-08-11 03:50:00+03,2017-08-11 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-11 03:54:00+03,2017-08-11 05:50:00+03
18164,18153,PG0399,2017-09-02 08:40:00+03,2017-09-02 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18165,18154,PG0399,2017-08-11 08:40:00+03,2017-08-11 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-11 08:40:00+03,2017-08-11 10:36:00+03
18166,18155,PG0398,2017-08-15 03:50:00+03,2017-08-15 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-15 03:52:00+03,2017-08-15 05:48:00+03
18167,18156,PG0398,2017-09-08 03:50:00+03,2017-09-08 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18168,18157,PG0399,2017-08-15 08:40:00+03,2017-08-15 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-15 08:43:00+03,2017-08-15 10:40:00+03
18169,18158,PG0398,2017-08-04 03:50:00+03,2017-08-04 05:45:00+03,UUS,KHV,Arrived,CN1,2017-08-04 03:53:00+03,2017-08-04 05:49:00+03
18170,18159,PG0399,2017-08-04 08:40:00+03,2017-08-04 10:35:00+03,UUS,KHV,Arrived,CN1,2017-08-04 11:57:00+03,2017-08-04 13:52:00+03
18171,18160,PG0398,2017-09-02 03:50:00+03,2017-09-02 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18172,18161,PG0398,2017-09-01 03:50:00+03,2017-09-01 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18173,18162,PG0399,2017-07-27 08:40:00+03,2017-07-27 10:35:00+03,UUS,KHV,Arrived,CN1,2017-07-27 08:42:00+03,2017-07-27 10:37:00+03
18174,18163,PG0398,2017-07-27 03:50:00+03,2017-07-27 05:45:00+03,UUS,KHV,Arrived,CN1,2017-07-27 03:52:00+03,2017-07-27 05:46:00+03
18175,18164,PG0398,2017-08-29 03:50:00+03,2017-08-29 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18176,18165,PG0398,2017-09-11 03:50:00+03,2017-09-11 05:45:00+03,UUS,KHV,Scheduled,CN1,\N,\N
18177,18166,PG0399,2017-08-29 08:40:00+03,2017-08-29 10:35:00+03,UUS,KHV,Scheduled,CN1,\N,\N
